task,dataset,K,seed,ratio,eta_sel,eta_path_trimmed,viol_sign_pct,LK_eta_sel,LK_eta_path,n_steps_nonpos,frac_steps_nonpos,p
E2,email_eu_core,7,17,0.963836,2.83333,110,0.00,0.303822,0.009056,0,0.000000,0.5
E2,email_eu_core,8,17,0.980243,2.83333,110,0.00,0.302996,0.009055,0,0.000000,0.5
E2,email_eu_core,9,17,0.988148,2.83333,110,0.00,0.302357,0.009054,0,0.000000,0.5
E2,email_eu_core,10,17,0.995640,2.83333,110,0.00,0.301849,0.009054,0,0.000000,0.5
E2,email_eu_core,11,17,1.000000,2.83333,110,0.00,0.301435,0.009053,0,0.000000,0.5
E2,email_eu_core,12,17,0.998594,2.83333,110,0.00,0.301092,0.009053,0,0.000000,0.5
E2,email_eu_core,13,17,0.994452,2.83333,110,0.00,0.300802,0.009053,0,0.000000,0.5
E2,email_eu_core,14,17,0.990424,2.83333,110,0.00,0.300554,0.009053,0,0.000000,0.5
E2,email_eu_core,15,17,0.987854,2.83333,110,0.00,0.300339,0.009052,0,0.000000,0.5
E2,email_eu_core,16,17,0.989333,2.83333,110,0.00,0.300152,0.009052,0,0.000000,0.5
E2,email_eu_core,17,17,0.988142,2.83333,110,0.00,0.299987,0.009052,0,0.000000,0.5
E2,email_eu_core,18,17,0.979167,5.5,110,0.00,0.167018,0.009052,0,0.000000,0.5
E2,email_eu_core,19,17,0.981935,5.5,110,0.00,0.166977,0.009052,0,0.000000,0.5
E2,email_eu_core,20,17,0.980818,5.5,110,0.00,0.166940,0.009052,0,0.000000,0.5
E2,email_eu_core,21,17,0.978426,5.5,110,0.00,0.166907,0.009052,0,0.000000,0.5
E2,email_eu_core,22,17,0.979849,5.5,110,0.00,0.166877,0.009052,0,0.000000,0.5
E2,email_eu_core,23,17,0.978750,5.5,110,0.00,0.166849,0.009051,0,0.000000,0.5
E2,email_eu_core,24,17,0.975155,5.5,110,0.00,0.166824,0.009051,0,0.000000,0.5
E2,email_eu_core,25,17,0.972840,5.5,110,0.00,0.166801,0.009051,0,0.000000,0.5
E2,email_eu_core,26,17,0.971779,5.5,110,0.00,0.166779,0.009051,0,0.000000,0.5
E2,email_eu_core,27,17,0.976801,5.5,110,0.00,0.166760,0.009051,0,0.000000,0.5
E2,email_eu_core,28,17,0.976914,5.5,110,0.00,0.166741,0.009051,0,0.000000,0.5
E2,email_eu_core,29,17,0.975816,5.5,110,0.00,0.166724,0.009051,0,0.000000,0.5
E2,email_eu_core,30,17,0.973526,5.5,110,0.00,0.166708,0.009051,0,0.000000,0.5
E2,email_eu_core,1,18,1.000000,1,5,0.00,1.000000,0.200000,0,0.000000,0.5
E2,email_eu_core,2,18,1.000000,1,21,0.00,0.750000,0.047052,0,0.000000,0.5
E2,email_eu_core,3,18,0.997917,1.01724,32,0.00,0.696107,0.030926,0,0.000000,0.5
E2,email_eu_core,4,18,0.992453,1.04255,32,0.00,0.666020,0.030886,0,0.000000,0.5
E2,email_eu_core,5,18,0.993056,1.04255,72,0.00,0.655257,0.013812,0,0.000000,0.5
E2,email_eu_core,6,18,0.986864,1.17241,72,0.00,0.601483,0.013809,0,0.000000,0.5
E2,email_eu_core,7,18,0.976415,1.6,72,0.00,0.480393,0.013806,0,0.000000,0.5
E2,email_eu_core,8,18,0.987842,1.6,72,0.00,0.478353,0.013805,0,0.000000,0.5
E2,email_eu_core,9,18,0.988148,1.6,72,0.00,0.476784,0.013803,0,0.000000,0.5
E2,email_eu_core,10,18,0.978198,3.5,72,0.00,0.251643,0.013802,0,0.000000,0.5
E2,email_eu_core,11,18,0.980000,3.5,72,0.00,0.251355,0.013802,0,0.000000,0.5
E2,email_eu_core,12,18,0.977496,3.5,72,0.00,0.251116,0.013801,0,0.000000,0.5
E2,email_eu_core,13,18,0.975035,3.5,72,0.00,0.250913,0.013800,0,0.000000,0.5
E2,email_eu_core,14,18,0.978112,3.5,72,0.00,0.250741,0.013800,0,0.000000,0.5
E2,email_eu_core,15,18,0.977058,3.5,72,0.00,0.250591,0.013799,0,0.000000,0.5
E2,email_eu_core,16,18,0.973333,3.5,72,0.00,0.250460,0.013799,0,0.000000,0.5
E2,email_eu_core,17,18,0.965744,3.66667,72,0.00,0.240381,0.013798,0,0.000000,0.5
E2,email_eu_core,18,18,0.963542,3.66667,72,0.00,0.240287,0.013798,0,0.000000,0.5
E2,email_eu_core,19,18,0.963871,3.66667,72,0.00,0.240203,0.013798,0,0.000000,0.5
E2,email_eu_core,20,18,0.960358,3.66667,72,0.00,0.240127,0.013798,0,0.000000,0.5
E2,email_eu_core,21,18,0.961929,3.66667,72,0.00,0.240058,0.013797,0,0.000000,0.5
E2,email_eu_core,22,18,0.960957,3.66667,72,0.00,0.239996,0.013797,0,0.000000,0.5
E2,email_eu_core,23,18,0.960000,3.66667,72,0.00,0.239939,0.013797,0,0.000000,0.5
E2,email_eu_core,24,18,0.959006,3.66667,72,0.00,0.239887,0.013797,0,0.000000,0.5
E2,email_eu_core,25,18,0.959259,3.66667,72,0.00,0.239840,0.013797,0,0.000000,0.5
E2,email_eu_core,26,18,0.958282,3.66667,72,0.00,0.239795,0.013797,0,0.000000,0.5
E2,email_eu_core,27,18,0.962149,3.66667,72,0.00,0.239755,0.013796,0,0.000000,0.5
E2,email_eu_core,28,18,0.961118,3.66667,72,0.00,0.239717,0.013796,0,0.000000,0.5
E2,email_eu_core,29,18,0.961306,3.66667,72,0.00,0.239681,0.013796,0,0.000000,0.5
E2,email_eu_core,30,18,0.962696,3.66667,72,0.00,0.239649,0.013796,0,0.000000,0.5
E2,email_eu_core,1,19,1.000000,1,6,0.00,1.000000,0.166667,0,0.000000,0.5
E2,email_eu_core,2,19,0.988124,1.06098,30,0.00,0.720439,0.033056,0,0.000000,0.5
E2,email_eu_core,3,19,0.997917,1.06098,30,0.00,0.677420,0.032964,0,0.000000,0.5
E2,email_eu_core,4,19,0.977358,1.25641,49,0.00,0.588306,0.020253,0,0.000000,0.5
E2,email_eu_core,5,19,0.972222,1.25641,49,0.00,0.579752,0.020242,0,0.000000,0.5
E2,email_eu_core,6,19,0.940887,3,77,0.00,0.290327,0.012917,0,0.000000,0.5
E2,email_eu_core,7,19,0.949686,3,77,0.00,0.289319,0.012915,0,0.000000,0.5
E2,email_eu_core,8,19,0.948328,3,77,0.00,0.288569,0.012913,0,0.000000,0.5
E2,email_eu_core,9,19,0.952593,3,77,0.00,0.287990,0.012912,0,0.000000,0.5
E2,email_eu_core,10,19,0.957849,3,77,0.00,0.287529,0.012911,0,0.000000,0.5
E2,email_eu_core,11,19,0.955714,3,77,0.00,0.287153,0.012911,0,0.000000,0.5
E2,email_eu_core,12,19,0.960619,3,77,0.00,0.286841,0.012910,0,0.000000,0.5
E2,email_eu_core,13,19,0.966713,3,77,0.00,0.286577,0.012909,0,0.000000,0.5
E2,email_eu_core,14,19,0.968536,3,77,0.00,0.286352,0.012909,0,0.000000,0.5
E2,email_eu_core,15,19,0.983806,3,77,0.00,0.286157,0.012909,0,0.000000,0.5
E2,email_eu_core,16,19,0.980000,3,77,0.00,0.285987,0.012908,0,0.000000,0.5
E2,email_eu_core,17,19,0.974967,3,77,0.00,0.285837,0.012908,0,0.000000,0.5
E2,email_eu_core,18,19,0.968750,3,77,0.00,0.285704,0.012908,0,0.000000,0.5
E2,email_eu_core,19,19,0.962581,5,77,0.00,0.182137,0.012907,0,0.000000,0.5
E2,email_eu_core,20,19,0.964194,5,77,0.00,0.182093,0.012907,0,0.000000,0.5
E2,email_eu_core,21,19,0.961929,5,77,0.00,0.182054,0.012907,0,0.000000,0.5
E2,email_eu_core,22,19,0.963476,5,77,0.00,0.182018,0.012907,0,0.000000,0.5
E2,email_eu_core,23,19,0.967500,5,77,0.00,0.181985,0.012907,0,0.000000,0.5
E2,email_eu_core,24,19,0.967702,5,77,0.00,0.181955,0.012907,0,0.000000,0.5
E2,email_eu_core,25,19,0.967901,5,77,0.00,0.181927,0.012906,0,0.000000,0.5
E2,email_eu_core,26,19,0.964417,5,77,0.00,0.181902,0.012906,0,0.000000,0.5
E2,email_eu_core,27,19,0.960928,9,77,0.00,0.105366,0.012906,0,0.000000,0.5
E2,email_eu_core,28,19,0.961118,9,77,0.00,0.105358,0.012906,0,0.000000,0.5
E2,email_eu_core,29,19,0.967352,9,77,0.00,0.105352,0.012906,0,0.000000,0.5
E2,email_eu_core,30,19,0.967509,9,77,0.00,0.105345,0.012906,0,0.000000,0.5
E2,email_eu_core,1,0,1.000000,1,5,0.00,1.000000,0.200000,0,0.000000,0.8
E2,email_eu_core,2,0,1.000000,1,20,0.00,0.750000,0.049375,0,0.000000,0.8
E2,email_eu_core,3,0,1.000000,1,30,0.00,0.703704,0.032964,0,0.000000,0.8
E2,email_eu_core,4,0,0.983019,1.21951,30,0.00,0.600544,0.032919,0,0.000000,0.8
E2,email_eu_core,5,0,0.977431,1.21951,30,0.00,0.591651,0.032892,0,0.000000,0.8
E2,email_eu_core,6,0,0.991790,1.21951,30,0.00,0.585933,0.032874,0,0.000000,0.8
E2,email_eu_core,7,0,1.000000,1.21951,30,0.00,0.581945,0.032861,0,0.000000,0.8
E2,email_eu_core,8,0,1.000000,1.21951,30,0.00,0.579006,0.032851,0,0.000000,0.8
E2,email_eu_core,9,0,1.000000,1.21951,30,0.00,0.576750,0.032844,0,0.000000,0.8
E2,email_eu_core,10,0,0.997093,1.21951,30,0.00,0.574963,0.032838,0,0.000000,0.8
E2,email_eu_core,11,0,0.997143,1.21951,30,0.00,0.573513,0.032833,0,0.000000,0.8
E2,email_eu_core,12,0,0.998594,1.21951,30,0.00,0.572312,0.032829,0,0.000000,0.8
E2,email_eu_core,13,0,0.998613,1.21951,30,0.00,0.571302,0.032825,0,0.000000,0.8
E2,email_eu_core,14,0,0.998632,1.21951,30,0.00,0.570441,0.032822,0,0.000000,0.8
E2,email_eu_core,15,0,0.995951,1.21951,30,0.00,0.569697,0.032820,0,0.000000,0.8
E2,email_eu_core,16,0,0.996000,1.21951,30,0.00,0.569048,0.032818,0,0.000000,0.8
E2,email_eu_core,17,0,0.992095,1.5,30,0.00,0.493429,0.032816,0,0.000000,0.8
E2,email_eu_core,18,0,0.990885,1.5,30,0.00,0.493041,0.032814,0,0.000000,0.8
E2,email_eu_core,19,0,0.988387,1.6,30,0.00,0.470335,0.032812,0,0.000000,0.8
E2,email_eu_core,20,0,0.988491,1.6,30,0.00,0.470051,0.032811,0,0.000000,0.8
E2,email_eu_core,21,0,0.988579,1.6,30,0.00,0.469794,0.032810,0,0.000000,0.8
E2,email_eu_core,22,0,0.987406,1.6,30,0.00,0.469561,0.032808,0,0.000000,0.8
E2,email_eu_core,23,0,0.987500,1.6,30,0.00,0.469348,0.032807,0,0.000000,0.8
E2,email_eu_core,24,0,0.986335,2,30,0.00,0.396664,0.032806,0,0.000000,0.8
E2,email_eu_core,25,0,0.987654,2,30,0.00,0.396535,0.032805,0,0.000000,0.8
E2,email_eu_core,26,0,0.984049,4,30,0.00,0.222141,0.032805,0,0.000000,0.8
E2,email_eu_core,27,0,0.985348,4,30,0.00,0.222106,0.032804,0,0.000000,0.8
E2,email_eu_core,28,0,0.984204,4,30,0.00,0.222073,0.032803,0,0.000000,0.8
E2,email_eu_core,29,0,0.985490,4,30,0.00,0.222043,0.032802,0,0.000000,0.8
E2,email_eu_core,30,0,0.984356,4,30,0.00,0.222015,0.032802,0,0.000000,0.8
E2,email_eu_core,1,1,1.000000,1,2.5,0.00,1.000000,0.400000,0,0.000000,0.8
E2,email_eu_core,2,1,1.000000,1,9,0.00,0.750000,0.108025,0,0.000000,0.8
E2,email_eu_core,3,1,1.000000,1,9,0.00,0.703704,0.107047,0,0.000000,0.8
E2,email_eu_core,4,1,0.983019,1.21951,12,0.00,0.600544,0.080765,0,0.000000,0.8
E2,email_eu_core,5,1,0.980903,1.21951,16,0.00,0.591651,0.060957,0,0.000000,0.8
E2,email_eu_core,6,1,0.985222,1.21951,20,0.00,0.585933,0.048970,0,0.000000,0.8
E2,email_eu_core,7,1,1.000000,1.21951,25,0.00,0.581945,0.039321,0,0.000000,0.8
E2,email_eu_core,8,1,0.995441,1.21951,25,0.00,0.579006,0.039307,0,0.000000,0.8
E2,email_eu_core,9,1,0.991111,1.42857,25,0.00,0.517475,0.039296,0,0.000000,0.8
E2,email_eu_core,10,1,0.992733,1.42857,25,0.00,0.516018,0.039288,0,0.000000,0.8
E2,email_eu_core,11,1,0.994286,1.42857,25,0.00,0.514834,0.039281,0,0.000000,0.8
E2,email_eu_core,12,1,0.991561,1.42857,25,0.00,0.513854,0.039275,0,0.000000,0.8
E2,email_eu_core,13,1,0.991678,1.42857,25,0.00,0.513029,0.039270,0,0.000000,0.8
E2,email_eu_core,14,1,0.990424,1.42857,25,0.00,0.512325,0.039266,0,0.000000,0.8
E2,email_eu_core,15,1,0.986505,1.57143,25,0.00,0.478088,0.039262,0,0.000000,0.8
E2,email_eu_core,16,1,0.985333,1.57143,25,0.00,0.477622,0.039259,0,0.000000,0.8
E2,email_eu_core,17,1,0.984190,1.57143,25,0.00,0.477212,0.039256,0,0.000000,0.8
E2,email_eu_core,18,1,0.979167,1.8,25,0.00,0.431247,0.039253,0,0.000000,0.8
E2,email_eu_core,19,1,0.978065,1.8,25,0.00,0.430980,0.039251,0,0.000000,0.8
E2,email_eu_core,20,1,0.978261,1.8,25,0.00,0.430740,0.039249,0,0.000000,0.8
E2,email_eu_core,21,1,0.978426,1.8,25,0.00,0.430523,0.039247,0,0.000000,0.8
E2,email_eu_core,22,1,0.978589,1.8,25,0.00,0.430326,0.039246,0,0.000000,0.8
E2,email_eu_core,23,1,0.978750,1.8,25,0.00,0.430146,0.039244,0,0.000000,0.8
E2,email_eu_core,24,1,0.981366,1.8,25,0.00,0.429982,0.039243,0,0.000000,0.8
E2,email_eu_core,25,1,0.985185,1.8,25,0.00,0.429830,0.039241,0,0.000000,0.8
E2,email_eu_core,26,1,0.982822,1.8,25,0.00,0.429691,0.039240,0,0.000000,0.8
E2,email_eu_core,27,1,0.984127,1.8,25,0.00,0.429562,0.039239,0,0.000000,0.8
E2,email_eu_core,28,1,0.985419,1.8,25,0.00,0.429442,0.039238,0,0.000000,0.8
E2,email_eu_core,29,1,0.985490,1.8,25,0.00,0.429331,0.039237,0,0.000000,0.8
E2,email_eu_core,30,1,0.986763,1.8,25,0.00,0.429227,0.039236,0,0.000000,0.8
E2,email_eu_core,1,2,1.000000,1,3,0.00,1.000000,0.333333,0,0.000000,0.8
E2,email_eu_core,2,2,0.988124,1.06098,12,0.00,0.720439,0.081597,0,0.000000,0.8
E2,email_eu_core,3,2,0.997917,1.06098,16,0.00,0.677420,0.061207,0,0.000000,0.8
E2,email_eu_core,4,2,0.996226,1.06098,16,0.00,0.658642,0.061050,0,0.000000,0.8
E2,email_eu_core,5,2,0.993056,1.06098,16,0.00,0.648094,0.060957,0,0.000000,0.8
E2,email_eu_core,6,2,0.993432,1.06098,20,0.00,0.641332,0.048970,0,0.000000,0.8
E2,email_eu_core,7,2,0.993711,1.06098,20,0.00,0.636626,0.048941,0,0.000000,0.8
E2,email_eu_core,8,2,0.990881,1.1,20,0.00,0.619026,0.048920,0,0.000000,0.8
E2,email_eu_core,9,2,0.988148,1.4,20,0.00,0.524898,0.048903,0,0.000000,0.8
E2,email_eu_core,10,2,1.000000,1.4,24,0.00,0.523401,0.040894,0,0.000000,0.8
E2,email_eu_core,11,2,0.998571,1.4,24,0.00,0.522185,0.040886,0,0.000000,0.8
E2,email_eu_core,12,2,0.998594,1.4,24,0.00,0.521178,0.040880,0,0.000000,0.8
E2,email_eu_core,13,2,0.995839,1.5,24,0.00,0.495591,0.040875,0,0.000000,0.8
E2,email_eu_core,14,2,0.993160,1.5,24,0.00,0.494932,0.040870,0,0.000000,0.8
E2,email_eu_core,15,2,0.994602,1.5,24,0.00,0.494363,0.040866,0,0.000000,0.8
E2,email_eu_core,16,2,0.994667,1.5,24,0.00,0.493866,0.040863,0,0.000000,0.8
E2,email_eu_core,17,2,0.990777,1.66667,24,0.00,0.457108,0.040860,0,0.000000,0.8
E2,email_eu_core,18,2,0.989583,1.66667,24,0.00,0.456773,0.040857,0,0.000000,0.8
E2,email_eu_core,19,2,0.988387,1.66667,24,0.00,0.456474,0.040854,0,0.000000,0.8
E2,email_eu_core,20,2,0.988491,1.66667,24,0.00,0.456206,0.040852,0,0.000000,0.8
E2,email_eu_core,21,2,0.987310,1.8,24,0.00,0.430523,0.040850,0,0.000000,0.8
E2,email_eu_core,22,2,0.984887,2.25,24,0.00,0.361731,0.040848,0,0.000000,0.8
E2,email_eu_core,23,2,0.986250,2.25,24,0.00,0.361603,0.040847,0,0.000000,0.8
E2,email_eu_core,24,2,0.988820,2.25,24,0.00,0.361486,0.040845,0,0.000000,0.8
E2,email_eu_core,25,2,0.988889,2.25,24,0.00,0.361378,0.040844,0,0.000000,0.8
E2,email_eu_core,26,2,0.990184,2.25,24,0.00,0.361279,0.040843,0,0.000000,0.8
E2,email_eu_core,27,2,0.990232,2.25,24,0.00,0.361187,0.040841,0,0.000000,0.8
E2,email_eu_core,28,2,0.991495,2.25,24,0.00,0.361101,0.040840,0,0.000000,0.8
E2,email_eu_core,29,2,0.991536,2.25,24,0.00,0.361022,0.040839,0,0.000000,0.8
E2,email_eu_core,30,2,0.990373,2.25,24,0.00,0.360948,0.040838,0,0.000000,0.8
E2,email_eu_core,1,3,1.000000,1,3.66667,0.00,1.000000,0.272727,0,0.000000,0.8
E2,email_eu_core,2,3,1.000000,1,14.6667,0.00,0.750000,0.067020,0,0.000000,0.8
E2,email_eu_core,3,3,0.995833,1.03509,24,0.00,0.688381,0.041091,0,0.000000,0.8
E2,email_eu_core,4,3,1.000000,1.03509,24,0.00,0.669049,0.041020,0,0.000000,0.8
E2,email_eu_core,5,3,1.000000,1.03509,24,0.00,0.658198,0.040978,0,0.000000,0.8
E2,email_eu_core,6,3,1.000000,1.03509,36,0.00,0.651246,0.027458,0,0.000000,0.8
E2,email_eu_core,7,3,0.998428,1.03509,36,0.00,0.646410,0.027449,0,0.000000,0.8
E2,email_eu_core,8,3,0.993921,1.15789,36,0.00,0.599045,0.027443,0,0.000000,0.8
E2,email_eu_core,9,3,1.000000,1.15789,36,0.00,0.596642,0.027437,0,0.000000,0.8
E2,email_eu_core,10,3,0.998547,1.15789,36,0.00,0.594740,0.027433,0,0.000000,0.8
E2,email_eu_core,11,3,0.998571,1.15789,36,0.00,0.593197,0.027430,0,0.000000,0.8
E2,email_eu_core,12,3,1.000000,1.15789,36,0.00,0.591919,0.027427,0,0.000000,0.8
E2,email_eu_core,13,3,0.997226,1.25,36,0.00,0.562060,0.027424,0,0.000000,0.8
E2,email_eu_core,14,3,0.993160,1.42857,36,0.00,0.512325,0.027422,0,0.000000,0.8
E2,email_eu_core,15,3,0.989204,1.42857,36,0.00,0.511717,0.027421,0,0.000000,0.8
E2,email_eu_core,16,3,0.990667,1.42857,36,0.00,0.511187,0.027419,0,0.000000,0.8
E2,email_eu_core,17,3,0.989460,1.42857,36,0.00,0.510720,0.027418,0,0.000000,0.8
E2,email_eu_core,18,3,0.988281,1.42857,36,0.00,0.510306,0.027416,0,0.000000,0.8
E2,email_eu_core,19,3,0.983226,3,36,0.00,0.285586,0.027415,0,0.000000,0.8
E2,email_eu_core,20,3,0.985934,3,36,0.00,0.285479,0.027414,0,0.000000,0.8
E2,email_eu_core,21,3,0.988579,3,36,0.00,0.285382,0.027413,0,0.000000,0.8
E2,email_eu_core,22,3,0.989924,3,36,0.00,0.285294,0.027413,0,0.000000,0.8
E2,email_eu_core,23,3,0.988750,3,36,0.00,0.285214,0.027412,0,0.000000,0.8
E2,email_eu_core,24,3,0.990062,3,36,0.00,0.285141,0.027411,0,0.000000,0.8
E2,email_eu_core,25,3,0.990123,3,36,0.00,0.285073,0.027411,0,0.000000,0.8
E2,email_eu_core,26,3,0.990184,3,36,0.00,0.285011,0.027410,0,0.000000,0.8
E2,email_eu_core,27,3,0.990232,3,36,0.00,0.284954,0.027409,0,0.000000,0.8
E2,email_eu_core,28,3,0.991495,3,36,0.00,0.284900,0.027409,0,0.000000,0.8
E2,email_eu_core,29,3,0.992745,3,36,0.00,0.284851,0.027408,0,0.000000,0.8
E2,email_eu_core,30,3,0.991576,3,36,0.00,0.284804,0.027408,0,0.000000,0.8
E2,email_eu_core,1,4,1.000000,1,4,0.00,1.000000,0.250000,0,0.000000,0.8
E2,email_eu_core,2,4,0.964371,1.20833,20,0.00,0.656361,0.049375,0,0.000000,0.8
E2,email_eu_core,3,4,0.966667,1.20833,20,0.00,0.620280,0.049171,0,0.000000,0.8
E2,email_eu_core,4,4,0.966038,1.20833,20,0.00,0.604343,0.049070,0,0.000000,0.8
E2,email_eu_core,5,4,0.963542,1.20833,25,0.00,0.595343,0.039365,0,0.000000,0.8
E2,email_eu_core,6,4,0.975369,1.20833,25,0.00,0.589558,0.039339,0,0.000000,0.8
E2,email_eu_core,7,4,0.982704,1.20833,25,0.00,0.585524,0.039321,0,0.000000,0.8
E2,email_eu_core,8,4,0.987842,1.20833,25,0.00,0.582552,0.039307,0,0.000000,0.8
E2,email_eu_core,9,4,0.995556,1.20833,30,0.00,0.580269,0.032844,0,0.000000,0.8
E2,email_eu_core,10,4,1.000000,1.20833,30,0.00,0.578462,0.032838,0,0.000000,0.8
E2,email_eu_core,11,4,1.000000,1.20833,30,0.00,0.576996,0.032833,0,0.000000,0.8
E2,email_eu_core,12,4,1.000000,1.20833,30,0.00,0.575782,0.032829,0,0.000000,0.8
E2,email_eu_core,13,4,0.997226,1.375,30,0.00,0.526881,0.032825,0,0.000000,0.8
E2,email_eu_core,14,4,0.994528,1.375,30,0.00,0.526140,0.032822,0,0.000000,0.8
E2,email_eu_core,15,4,0.987854,2.2,30,0.00,0.369710,0.032820,0,0.000000,0.8
E2,email_eu_core,16,4,0.988000,2.2,30,0.00,0.369427,0.032818,0,0.000000,0.8
E2,email_eu_core,17,4,0.986825,2.2,30,0.00,0.369179,0.032816,0,0.000000,0.8
E2,email_eu_core,18,4,0.983073,2.2,30,0.00,0.368958,0.032814,0,0.000000,0.8
E2,email_eu_core,19,4,0.981935,2.2,30,0.00,0.368761,0.032812,0,0.000000,0.8
E2,email_eu_core,20,4,0.980818,2.2,30,0.00,0.368584,0.032811,0,0.000000,0.8
E2,email_eu_core,21,4,0.982234,2.2,30,0.00,0.368424,0.032810,0,0.000000,0.8
E2,email_eu_core,22,4,0.982368,2.2,30,0.00,0.368279,0.032808,0,0.000000,0.8
E2,email_eu_core,23,4,0.983750,2.2,30,0.00,0.368146,0.032807,0,0.000000,0.8
E2,email_eu_core,24,4,0.982609,2.2,30,0.00,0.368025,0.032806,0,0.000000,0.8
E2,email_eu_core,25,4,0.986420,2.2,30,0.00,0.367913,0.032805,0,0.000000,0.8
E2,email_eu_core,26,4,0.985276,2.2,30,0.00,0.367810,0.032805,0,0.000000,0.8
E2,email_eu_core,27,4,0.986569,2.2,30,0.00,0.367715,0.032804,0,0.000000,0.8
E2,email_eu_core,28,4,0.987849,2.2,30,0.00,0.367627,0.032803,0,0.000000,0.8
E2,email_eu_core,29,4,0.987908,2.2,30,0.00,0.367544,0.032802,0,0.000000,0.8
E2,email_eu_core,30,4,0.986763,2.2,30,0.00,0.367468,0.032802,0,0.000000,0.8
E2,email_eu_core,1,5,1.000000,1,4,0.00,1.000000,0.250000,0,0.000000,0.8
E2,email_eu_core,2,5,1.000000,1,25,0.00,0.750000,0.039600,0,0.000000,0.8
E2,email_eu_core,3,5,0.997917,1.01724,25,0.00,0.696107,0.039469,0,0.000000,0.8
E2,email_eu_core,4,5,0.996226,1.01724,25,0.00,0.676383,0.039404,0,0.000000,0.8
E2,email_eu_core,5,5,0.993056,1.01724,25,0.00,0.665319,0.039365,0,0.000000,0.8
E2,email_eu_core,6,5,0.993432,1.0303,25,0.00,0.653107,0.039339,0,0.000000,0.8
E2,email_eu_core,7,5,0.993711,1.0303,25,0.00,0.648247,0.039321,0,0.000000,0.8
E2,email_eu_core,8,5,0.990881,1.1,25,0.00,0.619026,0.039307,0,0.000000,0.8
E2,email_eu_core,9,5,0.997037,1.1,25,0.00,0.616475,0.039296,0,0.000000,0.8
E2,email_eu_core,10,5,1.001453,1.1,25,0.00,0.614457,0.039288,0,0.000000,0.8
E2,email_eu_core,11,5,1.000000,1.18182,25,0.00,0.585412,0.039281,0,0.000000,0.8
E2,email_eu_core,12,5,1.000000,1.18182,30,0.00,0.584165,0.032829,0,0.000000,0.8
E2,email_eu_core,13,5,0.998613,1.22222,30,0.00,0.570470,0.032825,0,0.000000,0.8
E2,email_eu_core,14,5,0.995896,1.375,30,0.00,0.526140,0.032822,0,0.000000,0.8
E2,email_eu_core,15,5,0.991903,1.57143,30,0.00,0.478088,0.032820,0,0.000000,0.8
E2,email_eu_core,16,5,0.992000,1.57143,30,0.00,0.477622,0.032818,0,0.000000,0.8
E2,email_eu_core,17,5,0.986825,2,30,0.00,0.398002,0.032816,0,0.000000,0.8
E2,email_eu_core,18,5,0.984375,2,30,0.00,0.397746,0.032814,0,0.000000,0.8
E2,email_eu_core,19,5,0.984516,2,30,0.00,0.397518,0.032812,0,0.000000,0.8
E2,email_eu_core,20,5,0.985934,2,30,0.00,0.397312,0.032811,0,0.000000,0.8
E2,email_eu_core,21,5,0.989848,2,30,0.00,0.397127,0.032810,0,0.000000,0.8
E2,email_eu_core,22,5,0.988665,2,30,0.00,0.396959,0.032808,0,0.000000,0.8
E2,email_eu_core,23,5,0.991250,2,30,0.00,0.396805,0.032807,0,0.000000,0.8
E2,email_eu_core,24,5,0.991304,2,30,0.00,0.396664,0.032806,0,0.000000,0.8
E2,email_eu_core,25,5,0.992593,2,30,0.00,0.396535,0.032805,0,0.000000,0.8
E2,email_eu_core,26,5,0.992638,2,30,0.00,0.396416,0.032805,0,0.000000,0.8
E2,email_eu_core,27,5,0.993895,2,30,0.00,0.396306,0.032804,0,0.000000,0.8
E2,email_eu_core,28,5,0.992710,2,30,0.00,0.396204,0.032803,0,0.000000,0.8
E2,email_eu_core,29,5,0.992745,2,30,0.00,0.396108,0.032802,0,0.000000,0.8
E2,email_eu_core,30,5,0.992780,2,30,0.00,0.396020,0.032802,0,0.000000,0.8
E2,email_eu_core,1,6,1.000000,1,4,0.00,1.000000,0.250000,0,0.000000,0.8
E2,email_eu_core,2,6,0.988124,1.06098,16,0.00,0.720439,0.061523,0,0.000000,0.8
E2,email_eu_core,3,6,0.997917,1.06098,16,0.00,0.677420,0.061207,0,0.000000,0.8
E2,email_eu_core,4,6,0.977358,1.25641,16,0.00,0.588306,0.061050,0,0.000000,0.8
E2,email_eu_core,5,6,0.972222,1.25641,16,0.00,0.579752,0.060957,0,0.000000,0.8
E2,email_eu_core,6,6,0.965517,1.39286,16,0.00,0.534512,0.060895,0,0.000000,0.8
E2,email_eu_core,7,6,0.977987,1.39286,16,0.00,0.531161,0.060851,0,0.000000,0.8
E2,email_eu_core,8,6,0.995441,1.39286,20,0.00,0.528686,0.048920,0,0.000000,0.8
E2,email_eu_core,9,6,0.997037,1.39286,20,0.00,0.526785,0.048903,0,0.000000,0.8
E2,email_eu_core,10,6,1.001453,1.39286,20,0.00,0.525278,0.048890,0,0.000000,0.8
E2,email_eu_core,11,6,1.000000,1.39286,20,0.00,0.524054,0.048879,0,0.000000,0.8
E2,email_eu_core,12,6,1.000000,1.39286,20,0.00,0.523040,0.048870,0,0.000000,0.8
E2,email_eu_core,13,6,1.001387,1.39286,20,0.00,0.522187,0.048862,0,0.000000,0.8
E2,email_eu_core,14,6,1.000000,1.39286,20,0.00,0.521458,0.048856,0,0.000000,0.8
